id,section,domain,keywords,language,title,speaker,channel,format,durationMinutes,url,platform,viewCount,sourceTier,recommendation,status,collectedOn,notes,videoId,focusArea,publishedAt,subtitleLanguages,subtitleTracks,subtitlesVerified,subtitleVerificationScope,metadataVerifiedVia,metadataVerificationStatus,lastVerifiedAt,lastVerificationAttemptAt,metadataVerificationError,publishedAtVerified,seriesId,seriesTitle,seriesOrder
ST-946,Course,Robotics / Embodied AI,Robot Foundation Models; VLA; Embodied AI; Humanoid Robots; Robotics Papers,Chinese,逐篇解析机器人基座模型和VLA经典论文——“人就是最智能的VLA”,陈建宇,张小珺商业访谈录,Technical Tutorial,150,https://www.bilibili.com/video/BV1q6RzYnENi,Bilibili,40400,A | Official / Original Creator / Organizer,Core,Verified,2026-08-24,"Technical tutorial by 陈建宇 (张小珺商业访谈录) covering robotics and embodied AI. Core selection for the Robotics shelf; part of 张小珺商业访谈录, published 2025-04-06.",BV1q6RzYnENi,Robotics,2025-04-06,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-24,2026-08-24,,true,zhang-xiaojun-business-interviews,张小珺商业访谈录,20250406
ST-947,Interview,AI Frontiers / Industry,Mercedes-Benz; Autonomous Driving; Automotive AI; Industrial Transformation; Leadership,Chinese,【独家对话奔驰全球CEO康林松】转型之中的139岁巨人,康林松,张小珺商业访谈录,In-depth Interview,34,https://www.bilibili.com/video/BV1zQL9z3ETw,Bilibili,50216,A | Official / Original Creator / Organizer,Recommended,Verified,2026-08-24,"康林松 — 34-minute in-depth interview on 张小珺商业访谈录, centered on AI frontiers and industry. Recommended pick for the Robotics shelf; part of 张小珺商业访谈录, published 2025-04-26.",BV1zQL9z3ETw,Robotics,2025-04-26,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-24,2026-08-24,,true,zhang-xiaojun-business-interviews,张小珺商业访谈录,20250426
ST-948,Interview,AI for Science,Nuclear Fusion; Scientific Computing; Deep Technology; Energy; Entrepreneurship,Chinese,人类驯服可控核聚变还有多少路程？对能量奇点创始人杨钊3小时访谈,杨钊,张小珺商业访谈录,In-depth Interview,154,https://www.bilibili.com/video/BV17sNEz2ER8,Bilibili,192683,A | Official / Original Creator / Organizer,Reserve,Verified,2026-08-24,"杨钊 — 154-minute in-depth interview on 张小珺商业访谈录, centered on AI for science. Reserve item in the ScholarTube catalog; part of 张小珺商业访谈录, published 2025-06-18 (~193k views).",BV17sNEz2ER8,Other,2025-06-18,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-24,2026-08-24,,true,zhang-xiaojun-business-interviews,张小珺商业访谈录,20250618
ST-949,Interview,Agents / Tool Use / Reasoning,Agents; AI Products; YouWare; Entrepreneurship; Foundation Models,Chinese,95年，离职字节和Kimi，Agent创业：“融资风生水起，我如履薄冰”,明超平,张小珺商业访谈录,In-depth Interview,158,https://www.bilibili.com/video/BV1PDKozTEZJ,Bilibili,55443,A | Official / Original Creator / Organizer,Recommended,Verified,2026-08-24,"明超平 — 158-minute in-depth interview on 张小珺商业访谈录, centered on agents, tool use, and reasoning. Recommended pick for the Agent shelf; part of 张小珺商业访谈录, published 2025-06-26.",BV1PDKozTEZJ,Agent,2025-06-26,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-24,2026-08-24,,true,zhang-xiaojun-business-interviews,张小珺商业访谈录,20250626
ST-950,Interview,Robotics / Embodied AI,Embodied AI; Humanoid Robots; Robot Foundation Models; Venture Capital; Robotics Industry,Chinese,机器人泡沫了吗？和10亿美金创始人聊：资本轰炸下的具身智能真相,王鹤,张小珺商业访谈录,In-depth Interview,158,https://www.bilibili.com/video/BV1WLgQz8Enk,Bilibili,42654,A | Official / Original Creator / Organizer,Core,Verified,2026-08-24,"王鹤 — 158-minute in-depth interview on 张小珺商业访谈录, centered on robotics and embodied AI. Core selection for the Robotics shelf; part of 张小珺商业访谈录, published 2025-07-02.",BV1WLgQz8Enk,Robotics,2025-07-02,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-24,2026-08-24,,true,zhang-xiaojun-business-interviews,张小珺商业访谈录,20250702
ST-951,Interview,Robotics / Embodied AI,Autonomous Driving; Horizon Robotics; Computer Vision; AI Industry; Technology History,Chinese,余凯口述30年史：世界不止刀光剑影，是一部人来人往的江湖故事,余凯,张小珺商业访谈录,In-depth Interview,154,https://www.bilibili.com/video/BV1F1GHzLE2k,Bilibili,101074,A | Official / Original Creator / Organizer,Core,Verified,2026-08-24,"余凯 — 154-minute in-depth interview on 张小珺商业访谈录, centered on robotics and embodied AI. Core selection for the Robotics shelf; part of 张小珺商业访谈录, published 2025-07-08 (~101k views).",BV1F1GHzLE2k,Robotics,2025-07-08,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-24,2026-08-24,,true,zhang-xiaojun-business-interviews,张小珺商业访谈录,20250708
ST-952,Interview,Generative AI / Developers,Generative Design; AI Applications; Lovart; Creative Tools; Entrepreneurship,Chinese,Lovart创始人陈冕复盘应用创业这两年：这一刻就是好爽啊！！哈哈哈哈哈,陈冕,张小珺商业访谈录,In-depth Interview,105,https://www.bilibili.com/video/BV1N2uXzNEBa,Bilibili,83855,A | Official / Original Creator / Organizer,Recommended,Verified,2026-08-24,"陈冕 — 105-minute in-depth interview on 张小珺商业访谈录, centered on generative AI and developers. Recommended pick for the Vision shelf; part of 张小珺商业访谈录, published 2025-07-19.",BV1N2uXzNEBa,Vision,2025-07-19,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-24,2026-08-24,,true,zhang-xiaojun-business-interviews,张小珺商业访谈录,20250719
ST-953,Course,Agents / Tool Use / Reasoning,Kimi K2; ChatGPT Agent; Qwen3-Coder; Context Engineering; Agent Training,Chinese,逐段讲解Kimi K2报告并对照ChatGPT Agent、Qwen3-Coder等：“系统工程的力量”,郑博元,张小珺商业访谈录,Technical Tutorial,141,https://www.bilibili.com/video/BV1cc8kzmEBs,Bilibili,34181,A | Official / Original Creator / Organizer,Core,Verified,2026-08-24,"Technical tutorial by 郑博元 (张小珺商业访谈录) covering agents, tool use, and reasoning. Core selection for the Agent shelf; part of 张小珺商业访谈录, published 2025-07-31.",BV1cc8kzmEBs,Agent,2025-07-31,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-24,2026-08-24,,true,zhang-xiaojun-business-interviews,张小珺商业访谈录,20250731
ST-954,Interview,Robotics / Embodied AI,LiDAR; Autonomous Driving; Hesai; Hardware Startups; Robotics Industry,Chinese,对话禾赛李一帆：你仔细想行业的机会来自哪？是国家、民族的机会,李一帆,张小珺商业访谈录,In-depth Interview,186,https://www.bilibili.com/video/BV1vMtUzJEC7,Bilibili,94453,A | Official / Original Creator / Organizer,Recommended,Verified,2026-08-24,"李一帆 — 186-minute in-depth interview on 张小珺商业访谈录, centered on robotics and embodied AI. Recommended pick for the Robotics shelf; part of 张小珺商业访谈录, published 2025-08-08.",BV1vMtUzJEC7,Robotics,2025-08-08,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-24,2026-08-24,,true,zhang-xiaojun-business-interviews,张小珺商业访谈录,20250808
ST-955,Interview,Agents / Tool Use / Reasoning,Kimi K2; Agentic LLMs; Long Context; Generalization; Moonshot AI,Chinese,对话Kimi创始人杨植麟：K2、Agentic LLM、缸中之脑、艰难的泛化、用L4解决L3、长文本影响智商、“站在无限的开端”,杨植麟,张小珺商业访谈录,In-depth Interview,100,https://www.bilibili.com/video/BV1hFe1zSEXp,Bilibili,407468,A | Official / Original Creator / Organizer,Core,Verified,2026-08-24,"杨植麟 — 100-minute in-depth interview on 张小珺商业访谈录, centered on agents, tool use, and reasoning. Core selection for the Agent shelf; part of 张小珺商业访谈录, published 2025-08-27 (~407k views).",BV1hFe1zSEXp,Agent,2025-08-27,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-24,2026-08-24,,true,zhang-xiaojun-business-interviews,张小珺商业访谈录,20250827
ST-956,Course,AI Research Frontiers,AI Research History; Seminal Papers; Large Language Models; Multimodal Models; Research Methods,Chinese,干货！开源一段论文探索之旅给大家,张小珺商业访谈录,张小珺商业访谈录,Technical Tutorial,263,https://www.bilibili.com/video/BV1pkyqBxEdB,Bilibili,47155,A | Official / Original Creator / Organizer,Core,Verified,2026-08-24,"Technical tutorial from 张小珺商业访谈录 covering AI research frontiers. Core selection in the ScholarTube catalog; part of 张小珺商业访谈录, published 2025-10-28.",BV1pkyqBxEdB,Other,2025-10-28,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-24,2026-08-24,,true,zhang-xiaojun-business-interviews,张小珺商业访谈录,20251028
ST-957,Interview,Robotics / Embodied AI,Autonomous Driving; VLA; Mixture of Experts; World Models; Product Strategy,Chinese,对李想的第二次3小时访谈：CEO大模型、MoE、梁文锋、VLA、能量、记忆、对抗人性、亲密关系、人类的智慧,李想,张小珺商业访谈录,In-depth Interview,164,https://www.bilibili.com/video/BV1fiybB4EDU,Bilibili,132700,A | Official / Original Creator / Organizer,Core,Verified,2026-08-24,"李想 — 164-minute in-depth interview on 张小珺商业访谈录, centered on robotics and embodied AI. Core selection for the Robotics shelf; part of 张小珺商业访谈录, published 2025-10-30 (~133k views).",BV1fiybB4EDU,Robotics,2025-10-30,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-24,2026-08-24,,true,zhang-xiaojun-business-interviews,张小珺商业访谈录,20251030
ST-958,Interview,AI Frontiers / Industry,AI Investment; Foundation Models; Robotics; Startup Strategy; Technology Bubbles,Chinese,对投资人朱啸虎的第三次访谈：现实主义、AI的盛筵与泡泡、和共识错开15度、《王者荣耀》,朱啸虎,张小珺商业访谈录,In-depth Interview,46,https://www.bilibili.com/video/BV13AmpBiE2o,Bilibili,207498,A | Official / Original Creator / Organizer,Recommended,Verified,2026-08-24,"朱啸虎 — 46-minute in-depth interview on 张小珺商业访谈录, centered on AI frontiers and industry. Recommended pick for the Agent shelf; part of 张小珺商业访谈录, published 2025-12-09 (~207k views).",BV13AmpBiE2o,Agent,2025-12-09,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-24,2026-08-24,,true,zhang-xiaojun-business-interviews,张小珺商业访谈录,20251209
ST-959,Interview,Agents / Tool Use / Reasoning,Agents; Manus; Meta; AI Products; Entrepreneurship; Acquisition,Chinese,Manus决定出售前最后的访谈：啊，这奇幻的2025年漂流啊…,季逸超,张小珺商业访谈录,In-depth Interview,211,https://www.bilibili.com/video/BV1knvYBDEjs,Bilibili,454160,A | Official / Original Creator / Organizer,Core,Verified,2026-08-24,"季逸超 — 211-minute in-depth interview on 张小珺商业访谈录, centered on agents, tool use, and reasoning. Core selection for the Agent shelf; part of 张小珺商业访谈录, published 2025-12-30 (~454k views).",BV1knvYBDEjs,Agent,2025-12-30,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-24,2026-08-24,,true,zhang-xiaojun-business-interviews,张小珺商业访谈录,20251230
ST-960,Interview,AI Startups / Foundation Models,Foundation Models; Zhipu AI; AGI; AI Startups; Model Commercialization,Chinese,全球大模型第一股的上市访谈，和智谱CEO张鹏聊：敢问路在何方？,张鹏,张小珺商业访谈录,In-depth Interview,145,https://www.bilibili.com/video/BV1awiDBDEWS,Bilibili,163094,A | Official / Original Creator / Organizer,Core,Verified,2026-08-24,"张鹏 — 145-minute in-depth interview on 张小珺商业访谈录, centered on AI startups and foundation models. Core selection for the Agent shelf; part of 张小珺商业访谈录, published 2026-01-08 (~163k views).",BV1awiDBDEWS,Agent,2026-01-08,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-24,2026-08-24,,true,zhang-xiaojun-business-interviews,张小珺商业访谈录,20260108
ST-961,Interview,AI Startups / Foundation Models,Foundation Models; StepFun; AI Strategy; Scaling; Entrepreneurship,Chinese,印奇出任阶跃星辰董事长的访谈：聪明人的诱惑、取舍、超长链路残酷淘汰赛、阶跃函数和超多元方程,印奇,张小珺商业访谈录,In-depth Interview,120,https://www.bilibili.com/video/BV1ZczaBJE58,Bilibili,114842,A | Official / Original Creator / Organizer,Core,Verified,2026-08-24,"印奇 — 120-minute in-depth interview on 张小珺商业访谈录, centered on AI startups and foundation models. Core selection for the Agent shelf; part of 张小珺商业访谈录, published 2026-01-26 (~115k views).",BV1ZczaBJE58,Agent,2026-01-26,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-24,2026-08-24,,true,zhang-xiaojun-business-interviews,张小珺商业访谈录,20260126
ST-962,Interview,Robotics / Embodied AI,Robotics; Autonomous Driving; Waymo; Momenta; Robot Foundation Models,Chinese,对星海图高继扬的3小时访谈：鲶鱼、曾国藩、机器人、Waymo与Momenta的两面、一只狼与许华哲的离开,高继扬,张小珺商业访谈录,In-depth Interview,184,https://www.bilibili.com/video/BV1arcjzpE1B,Bilibili,56191,A | Official / Original Creator / Organizer,Core,Verified,2026-08-24,"高继扬 — 184-minute in-depth interview on 张小珺商业访谈录, centered on robotics and embodied AI. Core selection for the Robotics shelf; part of 张小珺商业访谈录, published 2026-02-13.",BV1arcjzpE1B,Robotics,2026-02-13,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-24,2026-08-24,,true,zhang-xiaojun-business-interviews,张小珺商业访谈录,20260213
ST-963,Interview,AI Systems / Infrastructure,Training Data; Data Markets; Data Quality; Model Training; Data Infrastructure,Chinese,【数据的综述】和谢晨聊，新时代的石油、历史、版图、数据金字塔、定价与Recipe,谢晨,张小珺商业访谈录,In-depth Interview,157,https://www.bilibili.com/video/BV1sLX9B4EqD,Bilibili,54156,A | Official / Original Creator / Organizer,Recommended,Verified,2026-08-24,"谢晨 — 157-minute in-depth interview on 张小珺商业访谈录, centered on AI systems and infrastructure. Recommended pick in the ScholarTube catalog; part of 张小珺商业访谈录, published 2026-03-30.",BV1sLX9B4EqD,Other,2026-03-30,,,true,all 1 part,Bilibili public view/player APIs,Verified,2026-08-24,2026-08-24,,true,zhang-xiaojun-business-interviews,张小珺商业访谈录,20260330
